Id,Sales
1,7343.3096
2,7506.4424
3,7635.333
4,7386.4717
5,7484.308
6,7400.3164
7,7560.5615
8,7554.112
9,7319.672
10,7380.6733
11,7459.1475
12,7565.316
13,7456.475
14,7519.8584
15,7384.261
16,7282.051
17,7402.4883
18,7695.5254
19,7825.513
20,7690.1763
21,7559.0474
22,7381.056
23,7424.2007
24,7248.634
25,7613.5396
26,7722.212
27,7613.426
28,7440.5195
29,7326.181
30,7348.4624
31,7351.2163
32,7746.5166
33,7503.0576
34,7400.391
35,7320.4946
36,7502.588
37,7261.9673
38,7517.537
39,7290.695
40,7438.643
41,7467.0073
42,7361.7344
43,7544.1084
44,7387.9214
45,7335.62
46,7478.8438
47,7490.5996
48,7746.653
49,7434.243
50,7587.5674
51,7562.481
52,7712.9263
53,7485.5977
54,7647.301
55,7283.9736
56,7303.4277
57,7436.1245
58,7432.521
59,7598.998
60,7561.6885
61,7393.317
62,7553.458
63,7432.974
64,7675.001
65,7264.3906
66,7958.643
67,7350.3423
68,7390.283
69,7612.6963
70,7375.562
71,7420.7993
72,7418.8096
73,7515.3716
74,7364.5127
75,7317.8057
76,7503.913
77,7528.9014
78,7517.438
79,7295.9043
80,7514.2295
81,7758.496
82,7450.3154
83,7305.857
84,7530.0586
85,7438.814
86,7459.5664
87,7464.9717
88,7264.9897
89,7573.0693
90,7416.02
91,7521.5815
92,7457.6514
93,7304.707
94,7471.1377
95,7340.021
96,7521.079
97,7603.3125
98,7360.6255
99,7366.9375
100,7409.601
101,7423.9507
102,7330.165
103,7561.601
104,7418.7246
105,7553.235
106,7413.124
107,7315.663
108,7460.895
109,7500.5317
110,7548.2207
111,7575.1235
112,7612.909
113,7352.6606
114,7621.631
115,7400.306
116,7522.166
117,7664.1406
118,7448.9424
119,7713.8315
120,7612.417
121,7513.41
122,7413.755
123,7515.123
124,7578.671
125,7402.7856
126,7238.315
127,7415.492
128,7547.7188
129,7532.168
130,7346.9014
131,7630.734
132,7457.5786
133,7383.793
134,7391.0454
135,7372.544
136,7530.435
137,7535.0913
138,7420.385
139,7380.2188
140,7300.0894
141,7479.8545
142,7230.1597
143,7431.0967
144,7355.5356
145,7636.24
146,7470.0566
147,7430.6016
148,7570.1616
149,7372.012
150,7343.868
151,7769.0283
152,7488.4165
153,7587.3623
154,7548.662
155,7391.598
156,7449.032
157,7346.6025
158,7537.739
159,7830.877
160,7404.6978
161,7199.825
162,7319.7646
163,7614.3867
164,7690.724
165,7393.573
166,7547.933
167,7307.0225
168,7323.891
169,7200.8965
170,7336.2305
171,7412.226
172,7490.5513
173,7540.3354
174,7436.49
175,7565.397
176,7649.4907
177,7546.5356
178,7303.7803
179,7711.9375
180,7802.586
181,7420.608
182,7552.907
183,7366.2583
184,7462.71
185,7265.2983
186,7435.729
187,7371.3374
188,7674.4146
189,7509.6416
190,7641.75
191,7618.777
192,7355.353
193,7621.227
194,8415.715
195,7779.1772
196,7401.477
197,7191.5625
198,7431.013
199,7732.3813
200,7343.5
201,7879.6987
202,8502.88
203,7214.5596
204,7354.949
205,7662.6113
206,7319.958
207,7693.388
208,7470.5264
209,7495.9277
210,7316.272
211,7468.889
212,7433.183
213,7498.5757
214,7599.2686
215,7461.4214
216,7406.633
217,7463.126
218,7340.193
219,7368.8535
220,7536.488
221,7348.257
222,7475.677
223,7510.092
224,7402.3794
225,7370.867
226,7509.058
227,7529.992
228,7564.136
229,7437.8306
230,7503.6143
231,7380.304
232,7240.821
233,7457.5635
234,7500.949
235,7390.2397
236,7261.7
237,7675.514
238,7532.629
239,7588.285
240,7483.189
241,7400.8003
242,7354.7617
243,7278.6753
244,7732.9775
245,7366.7876
246,7587.832
247,8107.1743
248,7541.819
249,7479.083
250,7362.586
251,7295.61
252,7491.279
253,7278.888
254,7447.178
255,7706.515
256,7383.3105
257,8004.149
258,8055.3564
259,7356.3887
260,7550.939
261,7363.6924
262,7469.338
263,7389.632
264,7745.531
265,7512.1465
266,7612.7446
267,7289.434
268,7507.9854
269,7335.4116
270,7565.8955
271,7514.922
272,7449.772
273,7488.6167
274,7404.259
275,7636.143
276,7660.8555
277,7398.874
278,7801.029
279,7479.6733
280,7712.6284
281,7314.704
282,7349.2886
283,7395.8247
284,7701.0034
285,7491.829
286,7579.6147
287,7497.6816
288,7636.077
289,7325.9097
290,7553.8247
291,7478.785
292,7242.194
293,8068.6113
294,8276.855
295,7477.84
296,7581.73
297,7675.8022
298,7772.365
299,7755.5996
300,7430.309
301,7520.963
302,7413.178
303,7625.5317
304,7267.222
305,7398.337
306,7390.8257
307,7337.552
308,7550.4746
309,7330.9146
310,7314.788
311,7442.7637
312,7230.254
313,7324.548
314,7408.358
315,7474.363
316,7692.3833
317,7600.4214
