Id,Sales
1,4777.2554
2,7337.6787
3,9212.652
4,5755.693
5,6672.322
6,5625.6553
7,8175.7466
8,7621.2373
9,4634.4453
10,5837.145
11,6836.019
12,8277.573
13,6685.5703
14,8011.9727
15,5328.58
16,4492.8267
17,5535.7236
18,9878.928
19,11436.032
20,9738.28
21,7246.316
22,5087.4287
23,5803.093
24,4111.906
25,8452.57
26,9866.875
27,8764.808
28,5725.342
29,4826.493
30,4684.283
31,4970.014
32,10388.89
33,7202.0986
34,5313.752
35,5016.1606
36,7347.454
37,4105.636
38,7401.6494
39,4318.291
40,6167.218
41,6902.189
42,5450.6226
43,7337.4478
44,6008.0654
45,4686.209
46,6864.201
47,6870.6196
48,10191.944
49,6110.9546
50,8275.055
51,7213.743
52,9856.624
53,6537.074
54,9260.095
55,4308.7886
56,4995.1035
57,6372.788
58,6034.0547
59,8673.523
60,7573.0786
61,5647.991
62,7508.2275
63,6520.4434
64,9270.592
65,4037.6501
66,13309.432
67,4674.216
68,5923.771
69,8442.282
70,5367.7407
71,5509.5947
72,6405.9727
73,7345.261
74,5005.5327
75,4759.0576
76,7380.046
77,7335.51
78,6849.083
79,4473.1177
80,7303.1216
81,10134.885
82,6656.966
83,4784.4
84,6776.0386
85,6160.1523
86,6640.062
87,6564.4307
88,4047.1646
89,7545.41
90,6091.1836
91,7405.0034
92,6463.3984
93,4631.803
94,6267.6836
95,4734.824
96,7413.942
97,8734.459
98,5295.3228
99,5146.7397
100,5872.9707
101,5853.2886
102,5154.5693
103,8178.024
104,6550.204
105,7812.587
106,5606.487
107,4785.6187
108,6475.6885
109,7544.0356
110,8186.4043
111,8120.196
112,8141.5815
113,5493.488
114,8168.678
115,5452.406
116,7419.388
117,8805.475
118,6208.627
119,9854.707
120,8161.7944
121,7278.0425
122,5855.829
123,7369.243
124,7861.8267
125,6081.415
126,4077.713
127,5685.0195
128,8145.776
129,7230.487
130,4923.7197
131,8700.681
132,6613.7397
133,5645.961
134,5614.3306
135,5542.041
136,7040.209
137,7152.0513
138,6408.0195
139,5237.9546
140,4666.862
141,6619.684
142,3581.4846
143,6394.8086
144,4862.7476
145,8812.985
146,7159.0254
147,6448.425
148,7571.172
149,5250.2827
150,4722.779
151,10790.0
152,6817.971
153,8027.093
154,7835.965
155,5092.4575
156,5961.3164
157,5385.1123
158,7396.9004
159,11412.325
160,5780.667
161,3328.4592
162,4930.4536
163,8111.295
164,9187.944
165,5899.911
166,7239.208
167,4632.183
168,5222.8306
169,3271.966
170,5027.017
171,5673.694
172,6384.0107
173,7660.7036
174,6103.8955
175,7837.0483
176,8834.376
177,7390.498
178,4350.189
179,9629.407
180,10651.171
181,6181.9688
182,8141.085
183,4966.674
184,6600.621
185,4150.223
186,6871.2095
187,5207.512
188,8922.535
189,7226.9985
190,8977.126
191,8197.061
192,5152.844
193,8227.707
194,19817.062
195,10707.094
196,5943.293
197,3011.1475
198,6170.489
199,9658.534
200,5463.321
201,11571.995
202,21072.812
203,3411.0654
204,5149.4253
205,8778.618
206,4942.689
207,9674.132
208,6728.1177
209,7005.3086
210,3905.9265
211,7172.427
212,6224.2188
213,7333.586
214,7945.6133
215,6324.829
216,5786.0723
217,6815.6113
218,5133.475
219,5109.581
220,7827.7417
221,5322.932
222,6450.713
223,7227.2056
224,6204.6313
225,5147.7705
226,7464.868
227,7325.2124
228,7893.982
229,6064.7407
230,7076.4775
231,5694.108
232,3796.7744
233,6206.3833
234,7035.752
235,5127.4717
236,4454.1914
237,9601.558
238,6925.9463
239,8062.5767
240,6841.5693
241,5673.1045
242,5447.3486
243,4454.0894
244,10042.53
245,4910.6787
246,8222.043
247,14928.135
248,7503.095
249,6698.4688
250,4973.2954
251,4815.5645
252,7372.1255
253,4042.0962
254,6647.463
255,9956.979
256,5458.696
257,14410.539
258,14128.067
259,5192.3076
260,7465.409
261,5331.081
262,6569.253
263,5372.9087
264,10798.596
265,7465.6084
266,8424.54
267,4558.3154
268,7073.583
269,4838.4707
270,8390.288
271,7109.1826
272,6090.7134
273,6876.2373
274,5629.4336
275,8378.445
276,9604.836
277,5728.1436
278,10311.946
279,6781.4106
280,9719.501
281,4665.9766
282,5130.103
283,5300.9263
284,9637.335
285,6911.905
286,7673.258
287,7106.8574
288,8815.961
289,4636.3374
290,8003.7246
291,6370.333
292,4005.1555
293,14494.2
294,17623.172
295,6885.91
296,8017.675
297,9618.705
298,10627.418
299,10527.513
300,6040.0767
301,7423.663
302,5859.376
303,8509.608
304,4078.5452
305,5505.351
306,5308.241
307,5356.5728
308,7803.8228
309,5203.3076
310,4597.5117
311,6052.37
312,3719.3313
313,4690.5776
314,5559.144
315,6603.379
316,9171.478
317,8330.331
318,7157.3804
319,6374.9824
320,6303.6865
321,11042.549
322,7497.3086
323,5603.9424
324,4164.659
325,9607.236
326,4602.7715
327,6839.834
328,3326.936
329,5362.42
330,7182.1323
331,5810.513
332,4942.887
333,8219.613
334,9518.827
335,11532.378
336,5660.923
337,9179.791
338,3466.96
339,5233.052
340,6154.404
341,4221.9204
342,8705.968
343,5134.454
344,5178.259
345,8988.752
346,11768.26
347,8606.69
348,5524.4795
349,5353.9526
350,7896.655
351,7053.751
352,6383.0796
353,4520.6646
354,7381.3833
355,9180.255
356,4687.845
357,6448.0376
358,7690.0044
359,8189.0747
360,13572.869
361,6377.2563
362,12899.906
363,6655.7534
364,5080.224
365,3671.4172
366,6336.5356
367,6019.7026
368,5079.87
369,7485.913
370,4461.2144
371,4526.018
372,6866.041
373,3747.9412
374,7887.1494
375,6492.638
376,7269.8916
377,8267.798
378,5213.858
379,9635.553
380,6487.254
381,5093.9634
382,5003.194
383,5256.2695
384,11047.573
385,6662.682
386,4857.779
387,7977.526
388,8367.929
389,6619.684
390,6431.2163
391,8489.206
392,5622.239
393,5189.981
394,5582.531
395,8795.277
396,5872.086
397,6357.976
398,5417.745
399,4976.7827
400,3968.1702
401,5220.2715
402,7746.7856
403,8280.739
404,11026.743
405,10968.199
406,8054.3765
407,4247.067
408,4899.723
409,11121.6875
410,10165.773
411,7064.2324
412,8273.366
413,8673.135
414,5656.686
415,4065.8035
416,10645.18
417,5072.188
418,6761.192
419,6198.463
420,2744.1045
421,10734.238
422,5411.6675
423,5179.227
424,4795.153
425,6128.0425
426,6535.366
427,7706.4204
428,6845.8574
429,4461.2656
430,4927.9526
431,4271.039
432,3179.2805
433,7049.0166
434,18668.64
435,5587.8467
436,5486.7334
437,6935.279
438,5018.9023
439,5398.6104
440,4795.514
441,4613.9653
442,7189.3896
443,7030.5806
444,4008.778
445,9053.438
446,5106.0786
447,5088.3115
448,8166.6763
449,8046.4917
450,10060.896
451,5730.438
452,7302.0977
453,4733.172
454,5729.7495
455,15367.012
456,8738.542
457,6294.219
458,4492.6123
459,4942.538
460,6068.5127
461,4728.065
462,9760.604
463,5201.541
464,5732.898
465,6880.816
466,4868.8267
467,6639.0684
468,7068.2085
469,7757.5503
470,7021.0728
471,4391.9785
472,5482.8677
473,6230.4424
474,9731.753
475,8850.103
476,6975.1963
477,4377.911
478,7303.442
479,6044.2197
480,4458.573
481,7282.5347
482,7438.368
483,6415.3203
484,5806.42
485,6528.4517
486,7118.728
487,5504.632
488,6887.138
489,6809.92
490,5481.838
491,8418.661
492,5697.8506
493,4952.357
494,11812.179
495,6068.9062
496,3681.4797
497,8145.115
498,8537.294
499,10976.402
500,4849.114
501,5874.242
502,6084.4897
503,7527.743
504,6329.6924
505,7839.351
506,3304.7812
507,5921.8105
508,6279.8057
509,5886.799
510,4603.118
511,7240.313
512,8335.727
513,4598.1694
514,8913.937
515,6693.6855
516,8858.251
517,4228.827
518,6248.782
519,5848.897
520,7381.017
521,8685.625
522,4378.913
523,7528.6694
524,7597.0435
525,7404.276
526,5025.0664
527,3563.8936
528,6891.7046
529,7022.2246
530,8330.895
531,7181.4062
532,5571.192
533,8234.5205
534,6771.1743
535,6614.6797
536,7587.2617
537,5586.4243
538,7697.6133
539,10719.813
540,8402.659
541,4393.935
542,5579.396
543,4241.6953
544,0.0
545,8483.047
546,5240.078
547,8897.978
548,4151.2837
549,6698.66
550,6206.6616
551,10730.339
552,4565.4326
553,5380.072
554,5654.189
555,8205.68
556,4909.6577
557,7063.471
558,7657.008
559,9875.8
560,7066.577
561,7162.3716
562,5857.298
563,4761.8403
564,5304.2285
565,10563.033
566,9419.322
567,5789.5054
568,15367.657
569,6225.073
570,4918.7734
571,6167.5117
572,8412.963
573,8909.101
574,6946.8965
575,7312.788
576,7935.799
577,6955.209
578,6011.2236
579,5690.5903
580,5383.177
581,4765.4795
582,4266.541
583,5374.1284
584,8640.837
585,16644.424
586,6343.888
587,5113.613
588,7093.8022
589,3918.358
590,6196.755
591,3661.3262
592,9097.103
593,5859.5215
594,6472.3794
595,13007.121
596,10988.615
597,6590.582
598,6750.87
599,3543.7888
600,5966.9644
601,5721.5537
602,8277.154
603,4830.803
604,4054.4468
605,5869.085
606,5618.444
607,7784.675
608,6216.2637
609,3518.589
610,7731.604
611,7844.025
612,7555.2173
613,4659.1196
614,4523.886
615,7734.4727
616,3862.1003
617,10150.409
618,5465.635
619,4908.726
620,6712.851
621,6096.6875
622,4535.4287
623,5655.866
624,6595.109
625,9672.619
626,9443.481
627,6074.106
628,4128.972
629,5921.6865
630,7907.6353
631,5229.4146
632,6254.4463
633,6319.8545
634,11346.0625
635,7443.6904
636,5946.128
637,6777.9194
638,4291.372
639,9312.416
640,5953.9644
641,12777.237
642,6482.09
643,5739.331
644,5189.1494
645,3471.7607
646,7774.9185
647,17677.559
648,4309.405
649,4858.0894
650,9515.052
651,7100.787
652,6639.195
653,7861.317
654,6166.741
655,5045.398
656,4773.1978
657,9464.76
658,5941.3154
659,6999.8057
660,7386.6226
661,4800.662
662,7059.04
663,5599.305
664,3473.5127
665,8698.134
666,8170.9688
667,4531.1313
668,7356.885
669,6935.775
670,4347.692
671,9664.413
672,6174.751
673,8746.862
674,4639.849
675,5300.5474
676,6416.66
677,0.0
678,7640.5806
679,4430.56
680,6744.377
681,5122.501
682,5062.054
683,5506.17
684,6710.1436
685,7091.4277
686,7835.1504
687,5506.6426
688,7883.6226
689,6229.611
690,8476.456
691,9477.884
692,6796.308
693,3363.0564
694,5676.5356
695,7500.119
696,4573.0234
697,10971.369
698,5666.508
699,8423.312
700,11257.284
701,6104.664
702,4411.023
703,10513.9375
704,9829.458
705,5617.908
706,8770.477
707,9503.562
708,5731.0283
709,5186.5127
710,7108.8843
711,5468.601
712,5245.9683
713,7170.58
714,5029.338
715,6495.853
716,7444.422
717,6694.771
718,7982.9976
719,5893.039
720,7019.225
721,3746.5796
722,7452.7397
723,7019.674
724,5862.126
725,6967.119
726,7155.749
727,9479.285
728,5795.101
729,4859.257
730,6008.461
731,6843.318
732,7448.356
733,4631.1714
734,4466.736
735,8561.836
736,6898.576
737,5920.512
738,7729.952
739,6209.5386
740,6852.1733
741,4576.649
742,3995.1072
743,6592.2163
744,6478.623
745,6711.558
746,9833.996
747,8761.498
748,4944.278
749,9152.465
750,3536.0173
751,3453.661
752,6363.029
753,11419.576
754,7956.7983
755,7003.8257
756,4562.164
757,7372.9688
758,10271.686
759,5657.69
760,8083.0786
761,6229.064
762,4782.306
763,5245.0127
764,5638.6646
765,5973.9106
766,4669.155
767,5172.637
768,4361.1675
769,7007.9214
770,7577.1094
771,4880.304
772,6287.3022
773,6694.4263
774,5260.7227
775,4802.2783
776,8742.093
777,7777.892
778,5660.464
779,4218.1934
780,13103.9
781,6152.9014
782,5453.191
783,8486.252
784,9084.142
785,7205.5684
786,5896.57
787,7688.0176
788,9585.08
789,12312.136
790,4938.519
791,4788.207
792,4934.969
793,6853.1343
794,5712.1597
795,7863.5063
796,8710.294
797,5722.525
798,4303.4004
799,6548.761
800,7981.97
801,5010.8247
802,6852.2324
803,3931.155
804,7269.656
805,7658.702
806,7543.4673
807,9205.012
808,6146.2505
809,3475.7295
810,6262.677
811,7448.9595
812,8222.819
813,7210.0225
814,7127.7153
815,6566.422
816,4362.249
817,9678.118
818,4226.1177
819,11334.242
