Id,Sales
1,4878.2896
2,7390.1313
3,9315.845
4,6005.7456
5,6609.3643
6,5821.207
7,8126.9204
8,7718.0854
9,4686.334
10,6049.606
11,6986.0146
12,8053.8696
13,7023.6045
14,7855.1113
15,5302.2
16,4564.3315
17,5694.3633
18,9600.156
19,11086.805
20,9827.668
21,6947.4263
22,5321.912
23,5877.8228
24,4485.5786
25,8388.056
26,9475.163
27,8771.12
28,5763.157
29,5153.69
30,5027.396
31,5180.9165
32,10273.253
33,7050.0117
34,5388.318
35,5108.845
36,7058.818
37,4284.138
38,6909.183
39,4366.7026
40,6269.6445
41,6957.7036
42,5479.8467
43,7594.523
44,6283.652
45,4692.6533
46,6910.7056
47,6591.619
48,10148.212
49,6433.308
50,7942.742
51,7272.1177
52,9658.378
53,6594.9707
54,8666.305
55,4603.0
56,5080.1514
57,6501.0835
58,6120.6426
59,8617.885
60,7290.6235
61,5595.7715
62,7375.3813
63,6330.308
64,9296.116
65,4176.7627
66,12481.717
67,4757.7505
68,6048.8906
69,8308.655
70,5750.464
71,5997.8584
72,6448.628
73,7215.8696
74,5310.449
75,4820.3657
76,7245.1826
77,7033.491
78,6816.3525
79,4551.6514
80,7558.4097
81,10405.161
82,6550.273
83,4969.9526
84,6501.97
85,6319.1616
86,6566.1714
87,6616.7617
88,4317.3438
89,7488.3623
90,6380.499
91,7350.096
92,6808.1274
93,4962.7866
94,6401.96
95,5114.7637
96,7515.6636
97,8642.403
98,5589.851
99,5423.7266
100,5699.9595
101,6025.567
102,5347.3037
103,8265.314
104,6638.1377
105,7772.4497
106,5656.7295
107,4973.58
108,6347.0166
109,7087.6216
110,7887.6006
111,7724.4473
112,8027.315
113,5546.1704
114,7954.1274
115,5763.4595
116,7456.6216
117,8758.666
118,6411.351
119,9695.597
120,7796.8223
121,7290.568
122,5798.1694
123,7314.5317
124,7494.528
125,6319.4688
126,4290.525
127,5730.5146
128,7979.8086
129,6974.9834
130,5361.2437
131,8580.284
132,6617.1655
133,5717.9424
134,5696.4546
135,5780.496
136,7262.9688
137,7222.479
138,6498.9136
139,5271.239
140,5239.259
141,6769.315
142,3844.3735
143,6603.1206
144,5091.2676
145,8652.002
146,7105.3936
147,6513.1226
148,7901.446
149,5380.164
150,5002.216
151,10447.669
152,6757.0405
153,7852.625
154,7878.5415
155,5272.938
156,6171.854
157,5558.3545
158,7873.6816
159,11271.743
160,6027.6016
161,3326.3015
162,5107.92
163,8100.8276
164,9116.922
165,5976.2754
166,7095.9536
167,4949.897
168,5274.9653
169,3615.49
170,5317.615
171,6053.9863
172,6533.7583
173,7665.2344
174,6219.1987
175,7608.8623
176,8786.231
177,7501.4565
178,4566.2515
179,9793.564
180,10858.077
181,6205.0103
182,7992.878
183,5160.6787
184,6466.228
185,4278.365
186,6751.25
187,5184.638
188,9074.357
189,7485.442
190,8357.146
191,8152.055
192,5394.8535
193,8351.402
194,17747.068
195,10294.162
196,5970.021
197,3079.7192
198,6394.851
199,9148.485
200,5525.5913
201,12141.546
202,21018.06
203,3537.272
204,5529.5923
205,9135.547
206,5090.3306
207,9690.873
208,6541.758
209,7081.649
210,3920.212
211,6974.5645
212,6264.6123
213,7555.7505
214,7733.0566
215,6138.7876
216,5857.5713
217,7039.806
218,5081.794
219,4993.27
220,7646.937
221,5246.1235
222,6529.815
223,7316.1226
224,6248.377
225,5329.937
226,7255.651
227,7132.1763
228,8060.8003
229,6595.191
230,7291.722
231,5798.927
232,3918.6008
233,6268.054
234,7074.939
235,5372.099
236,4624.498
237,9431.781
238,7028.9385
239,8125.1377
240,7018.9507
241,5830.769
242,5585.7583
243,4617.8213
244,9290.843
245,5021.7847
246,8179.693
247,14671.32
248,7364.599
249,6894.676
250,5076.0205
251,4937.0923
252,7099.1553
253,4306.9766
254,6516.7817
255,9966.013
256,5501.756
257,13861.044
258,14076.518
259,5003.0747
260,7633.45
261,5402.8594
262,6855.8994
263,5683.7617
264,10469.322
265,7408.3374
266,8784.33
267,4661.5107
268,7100.6855
269,4814.109
270,8397.637
271,6950.8325
272,5892.3423
273,6750.2266
274,6170.2065
275,8025.118
276,9647.689
277,5713.5435
278,10075.7705
279,6648.528
280,9410.065
281,5111.487
282,4953.0605
283,5410.6714
284,8915.501
285,6595.5557
286,7585.4023
287,6676.911
288,8830.013
